"Protein Group","Accession","Description","logFC","AveExpr","t","P.Value","adj.P.Val","B"
577,"Q15366|PCBP2_HUMAN","Poly(rC)-binding protein 2 OS=Homo sapiens OX=9606 GN=PCBP2 PE=1 SV=1",1.15443941826992,14.426787953968,1.57591245646015,0.12056625167381,0.357684494058696,-4.61043908209328
578,"P51149|RAB7A_HUMAN","Ras-related protein Rab-7a OS=Homo sapiens OX=9606 GN=RAB7A PE=1 SV=1",-0.431301206685003,18.2490989109477,-0.804045416400134,0.424698886877796,0.667531583754394,-5.42041404626807
579,"P33993|MCM7_HUMAN","DNA replication licensing factor MCM7 OS=Homo sapiens OX=9606 GN=MCM7 PE=1 SV=4",8.83006262342217,10.7718770983666,6.05223041384614,1.16687994441134e-07,2.62192850118165e-05,6.76107334069064
580,"Q12874|SF3A3_HUMAN","Splicing factor 3A subunit 3 OS=Homo sapiens OX=9606 GN=SF3A3 PE=1 SV=1",1.01261511374902,14.5586758043205,1.52417034119557,0.13297486049769,0.373892317220925,-4.6800477758065
581,"P09525|ANXA4_HUMAN","Annexin A4 OS=Homo sapiens OX=9606 GN=ANXA4 PE=1 SV=4",-0.190341944259501,16.3768263612341,-0.320231033082137,0.749959760164262,0.884779281191084,-5.66573330760457
582,"P17931|LEG3_HUMAN","Galectin-3 OS=Homo sapiens OX=9606 GN=LGALS3 PE=1 SV=5",-1.12681496472666,18.5608999156082,-2.08972972095941,0.041098443031559,0.206746994764968,-3.80822363171445
584,"O95202|LETM1_HUMAN","Mitochondrial proton/calcium exchanger protein OS=Homo sapiens OX=9606 GN=LETM1 PE=1 SV=1",0.165333868498312,15.4350256028843,0.270776389451331,0.787537466094508,0.906255538805704,-5.67898817905753
585,"Q8WVM8|SCFD1_HUMAN","Sec1 family domain-containing protein 1 OS=Homo sapiens OX=9606 GN=SCFD1 PE=1 SV=4",-0.60318252192706,14.5921644582804,-0.888707172032643,0.377881586525828,0.633644399469656,-5.35620524437138
586,"P61106|RAB14_HUMAN","Ras-related protein Rab-14 OS=Homo sapiens OX=9606 GN=RAB14 PE=1 SV=4",-0.413294407913071,16.6058542639409,-0.716599972705746,0.476535959573349,0.708293885267491,-5.48014890499097
587,"P19105|ML12A_HUMAN","Myosin regulatory light chain 12A OS=Homo sapiens OX=9606 GN=MYL12A PE=1 SV=2",1.95381434612037,4.03690485060826,1.19966697461511,0.235212965499241,0.487989002689714,-5.06743762909386
588,"Q9Y2Z0|SGT1_HUMAN","Protein SGT1 homolog OS=Homo sapiens OX=9606 GN=SUGT1 PE=1 SV=3",0.458546633100813,15.4578343840044,0.723633896602725,0.472238793701227,0.706529647453151,-5.47559268353201
589,"Q14444|CAPR1_HUMAN","Caprin-1 OS=Homo sapiens OX=9606 GN=CAPRIN1 PE=1 SV=2",0.947381709259373,16.3619646577201,1.58431244814822,0.118634852510417,0.35439590622765,-4.59893002586719
