"Protein Group","Accession","Description","logFC","AveExpr","t","P.Value","adj.P.Val","B"
1046,"Q5RI15|COX20_HUMAN","Cytochrome c oxidase protein 20 homolog OS=Homo sapiens GN=COX20 PE=1 SV=2",0.323446254110365,12.1926588930795,1.04992164084995,0.311587598797087,0.526100033835203,-5.79359596781356
401,"Q15758|AAAT_HUMAN","Neutral amino acid transporter B(0) OS=Homo sapiens GN=SLC1A5 PE=1 SV=2",0.0767334514976401,14.3484395641357,0.35869016936672,0.725192429637718,0.850780136565474,-6.27769964459348
351,"O95210|STBD1_HUMAN","Starch-binding domain-containing protein 1 OS=Homo sapiens GN=STBD1 PE=1 SV=1",0.270796024290126,13.0457717056494,0.90512609109489,0.380751671203695,0.585823326935076,-5.93093431011556
855,"P61803|DAD1_HUMAN","Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit DAD1 OS=Homo sapiens GN=DAD1 PE=1 SV=3",0.349397921969359,14.7832114344947,1.51830949900304,0.151250158851028,0.357529630815941,-5.23829553412126
998,"Q969V5|MUL1_HUMAN","Mitochondrial ubiquitin ligase activator of NFKB 1 OS=Homo sapiens GN=MUL1 PE=1 SV=1",-0.0416537549102118,5.16414048334676,-0.0280502600464149,0.97801904328524,0.991121335524107,-6.34382658654884
349,"Q96CW1|AP2M1_HUMAN","AP-2 complex subunit mu OS=Homo sapiens GN=AP2M1 PE=1 SV=2",0.53638906865103,13.8510207893899,1.23179204042288,0.238369400162482,0.450049387308801,-5.59701171556438
116,"P26006|ITA3_HUMAN","Integrin alpha-3 OS=Homo sapiens GN=ITGA3 PE=1 SV=5",0.25489203223691,17.0462857314699,0.942386177104028,0.362015657759705,0.572362234322321,-5.8972888108513
1075,"Q9BZM5|N2DL2_HUMAN","NKG2D ligand 2 OS=Homo sapiens GN=ULBP2 PE=1 SV=1",-0.0423373075986806,5.50208692166377,-0.0305529698397101,0.97605847798771,0.991121335524107,-6.34375038315101
126,"P36222|CH3L1_HUMAN","Chitinase-3-like protein 1 OS=Homo sapiens GN=CHI3L1 PE=1 SV=2",0.465683135212402,17.048846772391,1.59883098999525,0.132234726813618,0.33984182494657,-5.12779492123687
789,"Q8WVX9|FACR1_HUMAN","Fatty acyl-CoA reductase 1 OS=Homo sapiens GN=FAR1 PE=1 SV=1",0.00747575247029975,7.47638602693036,0.00420452523057739,0.996704765567331,0.999033031348185,-6.34422621999559
957,"Q9Y289|SC5A6_HUMAN","Sodium-dependent multivitamin transporter OS=Homo sapiens GN=SLC5A6 PE=2 SV=2",1.39570243418425,9.49347579839072,1.31960929215865,0.208194354124886,0.41978934198321,-5.49312201674498
